Room,OutsideDuration,InsideDuration
Kindergarten,28.72869,17.27614
Museum,26.53736,18.31357
KTV,24.95152,30.40999
StorageRoom,24.74814,31.48219
Library,28.32053,36.01009
Classroom,28.06812,37.38284
LivingRoom,27.21956,37.36648
Office,24.8303,33.6681
SPA,25.96851,27.07612
MeetingRoom,27.65087,25.18408
Gym,26.38095,23.26521
Cafe,24.71932,49.21016
ArtStudio,23.60558,30.73395
Bedroom,26.81519,35.46698
Lounge,26.94799,18.43274
Kitchen,26.75751,27.60633

