Room,OutsideDuration,InsideDuration
StorageRoom,26.74784,114.06
Gym,24.61465,65.23773
Classroom,25.09914,118.6831
LivingRoom,25.35514,80.21379
Library,23.53418,77.5537
Bedroom,24.79641,79.93297

