Room,BoxPos_X,BoxPos_Y,BoxPos_Z
Gym,0.8686494,0.3690557,2.557794
Gym,-3.386459,0.31,8.650753
Gym,-6.7486,0.3099994,3.18656
Gym,6.974624,0.3100004,11.46583
Gym,7.037951,0.3099997,6.301677
Gym,-6.893167,0.3100007,14.78613

