BoxNo,BoxPos_X,BoxPos_Y,BoxPos_Z,Object,Side
1,-2.95,9.6,53,Pinza,Right
2,-6,9.6,44,Router,Right
3,-1,12.5,57,MosquitoRacket,Right
4,7.5,11.02,58,Toothpaste,Left
5,-0.5,9.6,58,Glasses,Left
6,5.5,9.6,50.25,OldRadio,Left

