Room,OutsideDuration,InsideDuration
KTV,28.4539,34.85161
MeetingRoom,26.89834,29.47487
Museum,26.75035,38.23735
Office,26.37031,29.92182
Gym,27.4498,36.11806
Classroom,26.74433,44.83133
Cafe,26.50532,39.90355
ArtStudio,25.60122,30.17977
Library,26.02885,18.10467
Bedroom,25.63559,30.8663
StorageRoom,26.20643,13.09916
Lounge,25.25635,19.80267
Kindergarten,26.03707,15.53629
Kitchen,26.15961,25.26018
SPA,25.71128,32.86995
LivingRoom,25.23822,17.47389

