"Item" "Order" "SubjectNo" "Room"
"JBLSpeaker" 1 "P38" "Bedroom"
"Toaster" 2 "P38" "Bedroom"
"Typewriter" 3 "P38" "Bedroom"
"Grape" 4 "P38" "Bedroom"
"CleaningBucket" 5 "P38" "Bedroom"
"Avocado" 6 "P38" "Bedroom"
"MechanicalGloves" 1 "P38" "Classroom"
"Mushroom" 2 "P38" "Classroom"
"OfficeBin" 3 "P38" "Classroom"
"NikonCamera" 4 "P38" "Classroom"
"Squeezer" 5 "P38" "Classroom"
"SaltSub" 6 "P38" "Classroom"
"Kettle" 1 "P38" "Gym"
"Apple" 2 "P38" "Gym"
"Openner" 3 "P38" "Gym"
"Cabbaage" 4 "P38" "Gym"
"BaseballBat" 5 "P38" "Gym"
"Pineapple" 6 "P38" "Gym"
"HTCViveController" 1 "P38" "Library"
"RugbyBall" 2 "P38" "Library"
"Teacup" 3 "P38" "Library"
"Padella" 4 "P38" "Library"
"PiggyBank" 5 "P38" "Library"
"Calculator" 6 "P38" "Library"
"MokeExpress" 1 "P38" "LivingRoom"
"Headphones" 2 "P38" "LivingRoom"
"MilkCarton" 3 "P38" "LivingRoom"
"Controller" 4 "P38" "LivingRoom"
"Paprika" 5 "P38" "LivingRoom"
"Stapler" 6 "P38" "LivingRoom"
"HandDrill" 1 "P38" "StorageRoom"
"PencilSharpener" 2 "P38" "StorageRoom"
"EggBeater" 3 "P38" "StorageRoom"
"Muffin" 4 "P38" "StorageRoom"
"Mouse" 5 "P38" "StorageRoom"
"Spoons" 6 "P38" "StorageRoom"
