BoxNo,BoxPos_X,BoxPos_Y,BoxPos_Z,Object,Side
1,-4.75,9.6,53.5,MosquitoRacket,Right
2,-7.5,9.6,44,Microphone,Left
3,3.5,9.6,43,Hammer,Left
4,5,9.6,48,Pinza,Left
5,7.5,9.6,54.5,DeskLight,Right
6,3.5,11.2,58.5,UGGboot,Right

