BoxNo,BoxPos_X,BoxPos_Y,BoxPos_Z,Object,Side
1,-7.25,9.6,49.5,Mouse,Left
2,-4,9.6,43,EggBeater,Left
3,-3,9.6,55,BaseballBat,Left
4,7,9.6,58,Teacup,Right
5,7,9.6,50.5,NikonCamera,Left
6,4.7,11.871,51,Openner,Right

