Room,Object,ObjPos_X,ObjPos_Y,ObjPos_Z
Bedroom,Pinza,-2.366552,0.3,6.690216
Bedroom,Pumpkin,-7.3348,1,7.862102
Bedroom,NailScissors,1.880385,4,14.58011
Bedroom,MobilePhone,-6.905867,0.3,16.0908
Bedroom,Glasses,5.891155,1,10.43023
Bedroom,StrawberryDonut,0.5284256,0.3,2.181126

