Room,Object,ObjPos_X,ObjPos_Y,ObjPos_Z
Library,Laptop,-7.334682,0.3,13.81324
Library,FireExtinguisher,3.868922,0.3,15.48577
Library,Clamps,7.186617,0.3,8.44894
Library,WineBottle,-0.6478983,2,5.110732
Library,RockingHorse,-6.434135,4,5.650415
Library,UGGboot,-1.829666,2,1.569836

