BoxNo,BoxPos_X,BoxPos_Y,BoxPos_Z,Object,Side
1,7,9.6,52,Laptop,Right
2,7.5,9.6,58,FireExtinguisher,Right
3,2.2,9.6,49,Clamps,Left
4,-5.25,9.6,43.75,WineBottle,Right
5,-3.4,9.6,52.25,RockingHorse,Left
6,-3.66,9.6,57.675,UGGboot,Left

