BoxNo,BoxPos_X,BoxPos_Y,BoxPos_Z,Object,Side
1,-4,9.6,43,OldRadio,Right
2,-7.25,9.6,49.5,Canister,Left
3,-3,9.6,55,NailScissors,Right
4,7,9.6,58,WineBottle,Right
5,4.7,11.871,51,Basket,Right
6,7,9.6,50.5,Hammer,Left

