BoxNo,BoxPos_X,BoxPos_Y,BoxPos_Z,Object,Side
1,7,9.6,52,FireExtinguisher,Left
2,7.5,9.6,58,Microphone,Left
3,-3.4,9.6,52.25,CinRoll,Left
4,-3.66,9.6,57.675,PaperCoffeeCup,Right
5,2.2,9.6,49,Bread,Right
6,-5.25,9.6,43.75,Jug,Right

