BoxNo,BoxPos_X,BoxPos_Y,BoxPos_Z,Object,Side
1,-6,9.6,44,Padella,Right
2,-2.95,9.6,53,RugbyBall,Right
3,-1,12.5,57,Grape,Right
4,7.5,11.02,58,Muffin,Right
5,-0.5,9.6,58,JBLSpeaker,Left
6,5.5,9.6,50.25,OfficeBin,Left

