Room,OutsideDuration,InsideDuration
KTV,26.59203,43.60419
Museum,25.35466,38.77626
Kindergarten,25.90571,42.26696
StorageRoom,26.29601,42.71305
MeetingRoom,25.1289,26.35836
Library,28.18273,32.65802
Office,24.31097,27.54602
Bedroom,26.26172,39.01248
Gym,24.50999,20.70181
Kitchen,26.46508,36.4833
Classroom,26.06599,23.74276
LivingRoom,24.9833,31.98553
Lounge,24.37547,23.67833
SPA,23.91954,21.40263
ArtStudio,27.35675,53.62577
Cafe,25.34232,16.22989

