Room,OutsideDuration,InsideDuration
Museum,26.87852,55.6243
StorageRoom,32.13187,33.11267
Kindergarten,31.26019,50.48778
ArtStudio,27.06248,83.74815
Lounge,28.00221,57.20454
Office,27.02612,61.61815
MeetingRoom,24.78187,23.54866
LivingRoom,26.31021,38.34724
Cafe,26.98094,47.46217
Kitchen,25.86304,43.44118
Gym,26.39847,19.53186
SPA,27.8281,46.32432
KTV,29.99758,34.67545
Classroom,27.5969,39.7445
Bedroom,25.31465,73.83226
Library,28.51275,67.85822

