BoxNo,BoxPos_X,BoxPos_Y,BoxPos_Z,Object,Side
1,2,9.6,43,Jug,Right
2,-7,11.02,49.5,BallonDog,Left
3,6,9.6,51.8,RockingHorse,Left
4,-2.25,9.6,53,CoffeeMachine,Left
5,-7,9.6,58,UGGboot,Right
6,1.6,12.55,56.7,CokeCan,Left

