"Item" "Order" "SubjectNo" "Room"
"Typewriter" 1 "P85" "Bedroom"
"Squeezer" 2 "P85" "Bedroom"
"Openner" 3 "P85" "Bedroom"
"MechanicalGloves" 4 "P85" "Bedroom"
"Kettle" 5 "P85" "Bedroom"
"Paprika" 6 "P85" "Bedroom"
"Calculator" 1 "P85" "Classroom"
"EggBeater" 2 "P85" "Classroom"
"PencilSharpener" 3 "P85" "Classroom"
"JBLSpeaker" 4 "P85" "Classroom"
"MokeExpress" 5 "P85" "Classroom"
"Pineapple" 6 "P85" "Classroom"
"Stapler" 1 "P85" "Gym"
"Grape" 2 "P85" "Gym"
"NikonCamera" 3 "P85" "Gym"
"Spoons" 4 "P85" "Gym"
"Avocado" 5 "P85" "Gym"
"MilkCarton" 6 "P85" "Gym"
"Apple" 1 "P85" "Library"
"BaseballBat" 2 "P85" "Library"
"Toaster" 3 "P85" "Library"
"PiggyBank" 4 "P85" "Library"
"HandDrill" 5 "P85" "Library"
"Mushroom" 6 "P85" "Library"
"Padella" 1 "P85" "LivingRoom"
"OfficeBin" 2 "P85" "LivingRoom"
"Cabbaage" 3 "P85" "LivingRoom"
"RugbyBall" 4 "P85" "LivingRoom"
"Headphones" 5 "P85" "LivingRoom"
"SaltSub" 6 "P85" "LivingRoom"
"Controller" 1 "P85" "StorageRoom"
"CleaningBucket" 2 "P85" "StorageRoom"
"Mouse" 3 "P85" "StorageRoom"
"Muffin" 4 "P85" "StorageRoom"
"Teacup" 5 "P85" "StorageRoom"
"HTCViveController" 6 "P85" "StorageRoom"
