BoxNo,BoxPos_X,BoxPos_Y,BoxPos_Z,Object,Side
1,7.25,9.6,50,Mouse,Right
2,5,9.6,55,Apple,Left
3,-1,9.6,57,Stapler,Right
4,-7,9.6,56,Mushroom,Left
5,-7.5,9.6,44,RugbyBall,Right
6,0.8,9.6,44.2,HandDrill,Right

