Room,OutsideDuration,InsideDuration
Gym,27.82458,85.20253
Library,23.87145,79.85311
Bedroom,25.0213,94.67453
StorageRoom,23.64796,57.24969
LivingRoom,24.8813,88.56421
Classroom,25.42989,78.12116

