"Item" "Order" "SubjectNo" "Room"
"Mouse" 1 "P68" "Bedroom"
"JBLSpeaker" 2 "P68" "Bedroom"
"Headphones" 3 "P68" "Bedroom"
"EggBeater" 4 "P68" "Bedroom"
"Paprika" 5 "P68" "Bedroom"
"Stapler" 6 "P68" "Bedroom"
"NikonCamera" 1 "P68" "Classroom"
"Calculator" 2 "P68" "Classroom"
"SaltSub" 3 "P68" "Classroom"
"Pineapple" 4 "P68" "Classroom"
"Grape" 5 "P68" "Classroom"
"Muffin" 6 "P68" "Classroom"
"MechanicalGloves" 1 "P68" "Gym"
"Squeezer" 2 "P68" "Gym"
"Toaster" 3 "P68" "Gym"
"HTCViveController" 4 "P68" "Gym"
"Mushroom" 5 "P68" "Gym"
"OfficeBin" 6 "P68" "Gym"
"MilkCarton" 1 "P68" "Library"
"CleaningBucket" 2 "P68" "Library"
"PiggyBank" 3 "P68" "Library"
"Teacup" 4 "P68" "Library"
"Typewriter" 5 "P68" "Library"
"RugbyBall" 6 "P68" "Library"
"Avocado" 1 "P68" "LivingRoom"
"Kettle" 2 "P68" "LivingRoom"
"BaseballBat" 3 "P68" "LivingRoom"
"PencilSharpener" 4 "P68" "LivingRoom"
"Cabbaage" 5 "P68" "LivingRoom"
"Spoons" 6 "P68" "LivingRoom"
"Apple" 1 "P68" "StorageRoom"
"Padella" 2 "P68" "StorageRoom"
"Openner" 3 "P68" "StorageRoom"
"MokeExpress" 4 "P68" "StorageRoom"
"HandDrill" 5 "P68" "StorageRoom"
"Controller" 6 "P68" "StorageRoom"
