BoxNo,BoxPos_X,BoxPos_Y,BoxPos_Z,Object,Side
1,-7,9.6,58,Mouse,Left
2,-2.25,9.6,53,JBLSpeaker,Left
3,1.6,12.55,56.7,Headphones,Right
4,6,9.6,51.8,EggBeater,Right
5,2,9.6,43,Paprika,Right
6,-7,11.02,49.5,Stapler,Right

