BoxNo,BoxPos_X,BoxPos_Y,BoxPos_Z,Object,Side
1,-4,9.6,43,NikonCamera,Left
2,-7.25,9.6,49.5,Calculator,Left
3,-3,9.6,55,SaltSub,Right
4,7,9.6,58,Pineapple,Right
5,4.7,11.871,51,Grape,Right
6,7,9.6,50.5,Muffin,Right

