BoxNo,BoxPos_X,BoxPos_Y,BoxPos_Z,Object,Side
1,-1,12.5,57,Avocado,Right
2,7.5,11.02,58,Kettle,Left
3,-0.5,9.6,58,BaseballBat,Right
4,-2.95,9.6,53,PencilSharpener,Left
5,5.5,9.6,50.25,Cabbaage,Left
6,-6,9.6,44,Spoons,Right

