Room,OutsideDuration,InsideDuration
LivingRoom,23.48194,245.037
Gym,25.25002,245.0322
Classroom,23.53078,133.5485
Library,23.20838,114.7921
Bedroom,24.99465,108.8364
StorageRoom,24.03106,86.68323

