Room,BoxPos_X,BoxPos_Y,BoxPos_Z
Library,6.681831,0.3100002,10.55436
Library,3.34112,0.3100007,14.42437
Library,6.942457,0.3099996,4.977533
Library,-3.956799,0.3099994,3.2136
Library,-6.944751,0.3100007,14.15382
Library,-1.206187,0.31,8.223952

