Room,OutsideDuration,InsideDuration
StorageRoom,25.74037,12.17238
Museum,25.1041,22.78263
Library,26.7333,9.128736
Lounge,24.06294,5.992393
Kitchen,26.54519,14.0506
KTV,25.70503,11.69093
Kindergarten,24.74376,3.725148
Gym,23.71263,11.88101
Cafe,24.17761,10.58937
LivingRoom,24.06942,7.502552
Bedroom,23.84966,7.354162
SPA,23.43015,14.4397
MeetingRoom,23.7314,5.663719
Office,26.6065,10.5943
ArtStudio,24.07795,8.133857
Classroom,25.5316,2.418339

