BoxNo,BoxPos_X,BoxPos_Y,BoxPos_Z,Object,Side
1,2,9.6,43,Stapler,Right
2,-2.25,9.6,53,PencilSharpener,Left
3,1.6,12.55,56.7,OfficeBin,Left
4,6,9.6,51.8,Calculator,Right
5,-7,9.6,58,Squeezer,Left
6,-7,11.02,49.5,Muffin,Left

