"Item" "Order" "SubjectNo" "Room"
"Apple" 1 "P52" "Bedroom"
"RugbyBall" 2 "P52" "Bedroom"
"OfficeBin" 3 "P52" "Bedroom"
"CleaningBucket" 4 "P52" "Bedroom"
"Openner" 5 "P52" "Bedroom"
"Controller" 6 "P52" "Bedroom"
"MilkCarton" 1 "P52" "Gym"
"Pineapple" 2 "P52" "Gym"
"MokeExpress" 3 "P52" "Gym"
"Teacup" 4 "P52" "Gym"
"PiggyBank" 5 "P52" "Gym"
"Muffin" 6 "P52" "Gym"
"Headphones" 1 "P52" "Library"
"Padella" 2 "P52" "Library"
"PencilSharpener" 3 "P52" "Library"
"Calculator" 4 "P52" "Library"
"Typewriter" 5 "P52" "Library"
"Kettle" 6 "P52" "Library"
"JBLSpeaker" 1 "P52" "StorageRoom"
"HandDrill" 2 "P52" "StorageRoom"
"BaseballBat" 3 "P52" "StorageRoom"
"Mouse" 4 "P52" "StorageRoom"
"MechanicalGloves" 5 "P52" "StorageRoom"
"Paprika" 6 "P52" "StorageRoom"
