BoxNo,BoxPos_X,BoxPos_Y,BoxPos_Z,Object,Side
1,3.5,9.6,43,Router,Right
2,5,9.6,48,FirstAidKit,Left
3,7.5,9.6,54.5,Microphone,Right
4,3.5,11.2,58.5,CokeCan,Left
5,-4.75,9.6,53.5,Laptop,Right
6,-7.5,9.6,44,PaperCoffeeCup,Left

