BoxNo,BoxPos_X,BoxPos_Y,BoxPos_Z,Object,Side
1,7,9.6,58,DeskLight,Right
2,4.7,11.871,51,CoffeeMachine,Right
3,7,9.6,50.5,Hammer,Left
4,-3,9.6,55,Microphone,Left
5,-7.25,9.6,49.5,RockingHorse,Left
6,-4,9.6,43,MosquitoRacket,Right

