Room,OutsideDuration,InsideDuration
Bedroom,30.71382,161.0716
Library,23.35316,92.80906
Classroom,22.37758,103.5482
StorageRoom,21.49694,83.2317
LivingRoom,21.35208,95.78307
Gym,23.10436,93.72495

