BoxNo,BoxPos_X,BoxPos_Y,BoxPos_Z,Object,Side
1,-3.66,9.6,57.675,Muffin,Right
2,7.5,9.6,58,Avocado,Right
3,7,9.6,52,PencilSharpener,Left
4,-3.4,9.6,52.25,Grape,Right
5,-5.25,9.6,43.75,Controller,Left
6,2.2,9.6,49,RugbyBall,Left

