BoxNo,BoxPos_X,BoxPos_Y,BoxPos_Z,Object,Side
1,-3.66,9.6,57.675,Bread,Right
2,7.5,9.6,58,Canister,Right
3,7,9.6,52,WineBottle,Left
4,-3.4,9.6,52.25,RockingHorse,Left
5,2.2,9.6,49,Laptop,Left
6,-5.25,9.6,43.75,Pinza,Left

