BoxNo,BoxPos_X,BoxPos_Y,BoxPos_Z,Object,Side
1,7,9.6,52,MilkCarton,Left
2,7.5,9.6,58,EggBeater,Left
3,-3.4,9.6,52.25,Mushroom,Left
4,-3.66,9.6,57.675,BaseballBat,Left
5,2.2,9.6,49,SaltSub,Left
6,-5.25,9.6,43.75,Mouse,Left

