BoxNo,BoxPos_X,BoxPos_Y,BoxPos_Z,Object,Side
1,5.5,9.6,50.25,Cabbaage,Left
2,7.5,11.02,58,CleaningBucket,Left
3,-0.5,9.6,58,MokeExpress,Left
4,-1,12.5,57,HTCViveController,Left
5,-2.95,9.6,53,PencilSharpener,Left
6,-6,9.6,44,Padella,Left

