Room,OutsideDuration,InsideDuration
Lounge,25.33452,25.26015
Library,26.66856,27.80406
Kitchen,29.4925,26.19942
Classroom,25.13791,11.9163
KTV,26.49367,32.55706
Cafe,24.88341,10.70864
StorageRoom,24.18642,17.24839
MeetingRoom,25.939,8.346071
Bedroom,25.44875,21.18326
ArtStudio,24.61241,27.54531
Kindergarten,25.28412,16.82242
Office,25.41552,16.99288
SPA,28.155,16.63244
LivingRoom,26.66979,27.5307
Gym,25.27218,12.89953
Museum,24.58986,16.30589

