Room,OutsideDuration,InsideDuration
Bedroom,28.21183,186.2129
Library,25.52247,78.48057
Classroom,27.90759,140.8146
LivingRoom,25.22991,77.29258
Gym,24.65217,88.98689
StorageRoom,26.0173,58.56795

