Room,Object,ObjPos_X,ObjPos_Y,ObjPos_Z
Gym,Squeezer,0,0.3,7.28692
Gym,BaseballBat,2.282261,0.3,11.73795
Gym,MilkCarton,-0.2672077,0.3,14.4736
Gym,Padella,-5.884816,0.3,8.229637
Gym,Teacup,7.138562,0.3,8.04041
Gym,OfficeBin,2.856285,0.3,1.06643

