BoxNo,BoxPos_X,BoxPos_Y,BoxPos_Z,Object,Side
1,2,9.6,43,BaseballBat,Right
2,6,9.6,51.8,RugbyBall,Left
3,1.6,12.55,56.7,SaltSub,Right
4,-7,9.6,58,HandDrill,Left
5,-2.25,9.6,53,Paprika,Right
6,-7,11.02,49.5,Padella,Left

