Room,BoxPos_X,BoxPos_Y,BoxPos_Z
Gym,-6.187889,0.3100009,15.76829
Gym,-6.634192,0.3099994,2.974232
Gym,-1.83851,0.3100007,14.19634
Gym,-4.811817,0.31,8.209038
Gym,6.6731,0.3100006,13.82627
Gym,7.281269,0.31,8.995475

