BoxNo,BoxPos_X,BoxPos_Y,BoxPos_Z,Object,Side
1,7,9.6,50.5,OldRadio,Left
2,-4,9.6,43,Router,Left
3,-7.25,9.6,49.5,CoffeeMachine,Left
4,4.7,11.871,51,TennisBall,Left
5,7,9.6,58,Toothpaste,Right
6,-3,9.6,55,Matrioshka,Left

