Toothpaste,LivingRoom,Flip
Openner,None,NoFlip
PaintBucket,StorageRoom,NoFlip
DeskLight,None,NoFlip
Lipsticks,SPA,Flip
Honey,None,NoFlip
Deer,Kitchen,Flip
Markers,Gym,Flip
Controller,None,NoFlip
Jug,MeetingRoom,NoFlip
Ketchup,None,NoFlip
Buiscuits,Gym,NoFlip
Highlighter,None,NoFlip
BaseballBat,StorageRoom,Flip
Candle Lattern,None,NoFlip
Lotion_FLIPPED,MeetingRoom,Flip
Official hat,None,NoFlip
Chaynik,Library,NoFlip
Cocktail,Cafe,Flip
HandHeldRadio,None,NoFlip
Weimeng,Kindergarten,NoFlip
Teacup,Museum,Flip
EggBeater,Cafe,NoFlip
Cake,None,NoFlip
Scent_FLIPPED,Kitchen,Flip
RasberryJam,StorageRoom,NoFlip
HandDrill,Kindergarten,NoFlip
Cereal,None,NoFlip
Jam,LivingRoom,NoFlip
MetalBucket,Kindergarten,Flip
Hammer,Classroom,Flip
Chips,LivingRoom,Flip
JBLSpeaker,Lounge,NoFlip
Apple,Cafe,Flip
Printer_FLIPPED,Gym,Flip
Cabbaage,Office,Flip
AmazonEcho,None,NoFlip
Matrioshka,Bedroom,Flip
YellowDuck,Office,Flip
TennisBall,None,NoFlip
Car02,SPA,NoFlip
CoffeePot,None,NoFlip
RockingHorse,MeetingRoom,Flip
Cupcake,None,NoFlip
Pumpkin,StorageRoom,NoFlip
ShowerHead,Kindergarten,NoFlip
LegoTruck,None,NoFlip
PeanutButter_FLIPPED,Cafe,Flip
PencilSharpener,None,NoFlip
Paprika,Library,Flip
Dish,SPA,Flip
CokeBottle,KTV,NoFlip
Leaf,Classroom,NoFlip
NailScissors,ArtStudio,Flip
Perrier,Kitchen,NoFlip
Shoe,Museum,Flip
Recorder,None,NoFlip
CacerolaPan,Bedroom,NoFlip
Glasses,Kindergarten,Flip
Car01,Library,NoFlip
Kiwi,None,NoFlip
Kettle,LivingRoom,NoFlip
NikonCamera_FLIPPED,LivingRoom,Flip
Clamps,KTV,Flip
Avocado,Kindergarten,Flip
Pomegranate,None,NoFlip
Wheels,None,NoFlip
Banana,None,NoFlip
FireExtinguisher,MeetingRoom,NoFlip
HTCVive,None,NoFlip
ClothesBasket,SPA,NoFlip
Downy,Cafe,NoFlip
Bus,Museum,NoFlip
Cheese,Bedroom,NoFlip
RetroFan,Office,NoFlip
MobilePhone,Lounge,NoFlip
Toaster,Library,NoFlip
Oranges,Lounge,Flip
Padella,None,NoFlip
MilkCarton,Kitchen,NoFlip
Clock_FLIPPED,MeetingRoom,Flip
FiellaCase,Bedroom,Flip
Cube,None,NoFlip
OldRadio,MeetingRoom,NoFlip
Strawberries,Classroom,Flip
HTCViveController,LivingRoom,NoFlip
Pinza,Lounge,Flip
Grape,Classroom,Flip
MosquitoRacket,Lounge,NoFlip
Broccoli,KTV,NoFlip
Calculator,SPA,NoFlip
RugbyBall,Bedroom,Flip
Icecream,ArtStudio,NoFlip
Sandals,None,NoFlip
BandShell,None,NoFlip
Vanish_FLIPPED,Library,Flip
PaperCoffeeCup,ArtStudio,Flip
Squeezer,ArtStudio,NoFlip
Cucumber,Cafe,NoFlip
OrangeJuice,Bedroom,NoFlip
OfficeBin,None,NoFlip
Mouse,None,NoFlip
SaltSub,Museum,Flip
Coconut,SPA,Flip
Kela,Classroom,NoFlip
Pineapple,Office,Flip
FireHydrant,ArtStudio,NoFlip
IceBoots,Lounge,Flip
Flower,None,NoFlip
PiggyBank,None,NoFlip
UGGboot,None,NoFlip
StrawberryDonut,StorageRoom,Flip
Tide,Kitchen,NoFlip
Basketball,Museum,NoFlip
Mushroom,None,NoFlip
Mixer,None,NoFlip
Caiban,None,NoFlip
RoadCone,Gym,NoFlip
Skateboard,None,NoFlip
Basket,KTV,Flip
CandyBar,None,NoFlip
Garlic,None,NoFlip
CleaningBucket,StorageRoom,Flip
Canister,Classroom,NoFlip
Xmas Globe,None,NoFlip
FacialCream,KTV,NoFlip
ToothBrush,Museum,NoFlip
Lasagna,Kitchen,Flip
Mango,None,NoFlip
Dog,Gym,NoFlip
Headphones,KTV,Flip
FirstAidKit,Office,NoFlip
Spoons,None,NoFlip
Motorbike,Gym,Flip
Typewriter,ArtStudio,Flip
Pears,None,NoFlip
Burger,None,NoFlip
Brush,None,NoFlip
BallonDog,Office,NoFlip
SecurityCam,None,NoFlip
CoffeeMachine,None,NoFlip
Router,Library,Flip
Marmite,None,NoFlip
Laptop,None,NoFlip
