Room,OutsideDuration,InsideDuration
LivingRoom,29.77734,232.433
Bedroom,30.49773,147.7264
Library,25.28727,97.78046
Gym,25.92606,111.7886
StorageRoom,27.06526,77.65931
Classroom,23.69863,145.8565

