Room,BoxPos_X,BoxPos_Y,BoxPos_Z
Bedroom,-1.937197,0.3100001,11.00335
Bedroom,-2.032333,0.3099998,6.317375
Bedroom,5.648226,0.3099997,5.748225
Bedroom,0.4645242,0.3100007,14.43933
Bedroom,-7.585135,0.31,8.997441
Bedroom,1.912104,0.3069356,16.33788

