Room,OutsideDuration,InsideDuration
Library,29.25323,221.5525
Classroom,22.3931,147.1351
StorageRoom,22.23075,71.23425
Gym,24.5059,84.99248
LivingRoom,22.39928,76.22453
Bedroom,22.66162,77.71295

