Room,BoxPos_X,BoxPos_Y,BoxPos_Z
Library,7.659459,0.3099992,1.221359
Library,-4.720585,0.3100009,16.22217
Library,2.400463,2.248266,15.00879
Library,-4.270986,0.3099998,7.017781
Library,5.226575,0.3100009,16.12485
Library,-6.543698,0.3099991,1.345691

