"Item" "Order" "SubjectNo" "Room"
"Apple" 1 "P52" "Bedroom"
"RugbyBall" 2 "P52" "Bedroom"
"OfficeBin" 3 "P52" "Bedroom"
"CleaningBucket" 4 "P52" "Bedroom"
"Openner" 5 "P52" "Bedroom"
"Controller" 6 "P52" "Bedroom"
"Grape" 1 "P52" "Classroom"
"HTCViveController" 2 "P52" "Classroom"
"Squeezer" 3 "P52" "Classroom"
"Stapler" 4 "P52" "Classroom"
"NikonCamera" 5 "P52" "Classroom"
"Toaster" 6 "P52" "Classroom"
"MilkCarton" 1 "P52" "Gym"
"Pineapple" 2 "P52" "Gym"
"MokeExpress" 3 "P52" "Gym"
"Teacup" 4 "P52" "Gym"
"PiggyBank" 5 "P52" "Gym"
"Muffin" 6 "P52" "Gym"
"Headphones" 1 "P52" "Library"
"Padella" 2 "P52" "Library"
"PencilSharpener" 3 "P52" "Library"
"Calculator" 4 "P52" "Library"
"Typewriter" 5 "P52" "Library"
"Kettle" 6 "P52" "Library"
"Mushroom" 1 "P52" "LivingRoom"
"SaltSub" 2 "P52" "LivingRoom"
"Cabbaage" 3 "P52" "LivingRoom"
"EggBeater" 4 "P52" "LivingRoom"
"Avocado" 5 "P52" "LivingRoom"
"Spoons" 6 "P52" "LivingRoom"
"JBLSpeaker" 1 "P52" "StorageRoom"
"HandDrill" 2 "P52" "StorageRoom"
"BaseballBat" 3 "P52" "StorageRoom"
"Mouse" 4 "P52" "StorageRoom"
"MechanicalGloves" 5 "P52" "StorageRoom"
"Paprika" 6 "P52" "StorageRoom"
