"Item" "Order" "SubjectNo" "Room"
"Mushroom" 1 "P47" "Bedroom"
"NikonCamera" 2 "P47" "Bedroom"
"MilkCarton" 3 "P47" "Bedroom"
"Teacup" 4 "P47" "Bedroom"
"Padella" 5 "P47" "Bedroom"
"Controller" 6 "P47" "Bedroom"
"Stapler" 1 "P47" "Classroom"
"Kettle" 2 "P47" "Classroom"
"JBLSpeaker" 3 "P47" "Classroom"
"Openner" 4 "P47" "Classroom"
"Typewriter" 5 "P47" "Classroom"
"Cabbaage" 6 "P47" "Classroom"
"CleaningBucket" 1 "P47" "Gym"
"PiggyBank" 2 "P47" "Gym"
"Avocado" 3 "P47" "Gym"
"Grape" 4 "P47" "Gym"
"Headphones" 5 "P47" "Gym"
"Spoons" 6 "P47" "Gym"
"Squeezer" 1 "P47" "Library"
"Muffin" 2 "P47" "Library"
"SaltSub" 3 "P47" "Library"
"BaseballBat" 4 "P47" "Library"
"Mouse" 5 "P47" "Library"
"Toaster" 6 "P47" "Library"
"Calculator" 1 "P47" "LivingRoom"
"PencilSharpener" 2 "P47" "LivingRoom"
"MokeExpress" 3 "P47" "LivingRoom"
"HTCViveController" 4 "P47" "LivingRoom"
"HandDrill" 5 "P47" "LivingRoom"
"OfficeBin" 6 "P47" "LivingRoom"
"EggBeater" 1 "P47" "StorageRoom"
"Apple" 2 "P47" "StorageRoom"
"Paprika" 3 "P47" "StorageRoom"
"MechanicalGloves" 4 "P47" "StorageRoom"
"Pineapple" 5 "P47" "StorageRoom"
"RugbyBall" 6 "P47" "StorageRoom"
