BoxNo,BoxPos_X,BoxPos_Y,BoxPos_Z,Object,Side
1,-7,9.6,58,Calculator,Right
2,-2.25,9.6,53,NikonCamera,Right
3,6,9.6,51.8,MokeExpress,Right
4,1.6,12.55,56.7,Apple,Right
5,-7,11.02,49.5,Grape,Right
6,2,9.6,43,MilkCarton,Right

