Room,BoxPos_X,BoxPos_Y,BoxPos_Z
LivingRoom,0.8945999,0.3100009,16.13789
LivingRoom,6.244294,0.3100004,11.61975
LivingRoom,-0.8424771,3.284626,14.94307
LivingRoom,-4.562885,0.3099991,0.9220981
LivingRoom,-2.872629,0.3100003,11.14898
LivingRoom,4.825675,0.31,8.250858

