BoxNo,BoxPos_X,BoxPos_Y,BoxPos_Z,Object,Side
1,7.25,9.6,50,Hammer,Left
2,-1,9.6,57,MobilePhone,Left
3,-7,9.6,56,WineBottle,Left
4,0.8,9.6,44.2,Microphone,Left
5,-7.5,9.6,44,OldRadio,Left
6,5,9.6,55,Laptop,Left

