BoxNo,BoxPos_X,BoxPos_Y,BoxPos_Z,Object,Side
1,-1,12.5,57,StrawberryDonut,Left
2,7.5,11.02,58,Matrioshka,Left
3,-0.5,9.6,58,ShowerHead,Left
4,-2.95,9.6,53,HTCVive,Right
5,-6,9.6,44,PaperCoffeeCup,Left
6,5.5,9.6,50.25,RockingHorse,Right

