BoxNo,BoxPos_X,BoxPos_Y,BoxPos_Z,Object,Side
1,-4,9.6,43,Paprika,Left
2,-7.25,9.6,49.5,NikonCamera,Left
3,-3,9.6,55,Padella,Left
4,7,9.6,58,Stapler,Left
5,4.7,11.871,51,Kettle,Left
6,7,9.6,50.5,Pineapple,Right

