Room,BoxPos_X,BoxPos_Y,BoxPos_Z
Bedroom,-6.620746,1.799997,7.899884
Bedroom,-6.61736,0.3103375,16.33489
Bedroom,5.866231,0.3099997,5.66155
Bedroom,-0.7707577,0.3099991,1.15097
Bedroom,-6.285357,0.3099991,0.6944509
Bedroom,4.87993,0.3100007,14.35232

