"Item" "Order" "SubjectNo" "Room"
"FireExtinguisher" 1 "P85" "Bedroom"
"WineBottle" 2 "P85" "Bedroom"
"Matrioshka" 3 "P85" "Bedroom"
"Canister" 4 "P85" "Bedroom"
"Recorder" 5 "P85" "Bedroom"
"Microphone" 6 "P85" "Bedroom"
"CoffeeMachine" 1 "P85" "Classroom"
"Hammer" 2 "P85" "Classroom"
"Basket" 3 "P85" "Classroom"
"MobilePhone" 4 "P85" "Classroom"
"NailScissors" 5 "P85" "Classroom"
"FirstAidKit" 6 "P85" "Classroom"
"Pumpkin" 1 "P85" "Gym"
"RockingHorse" 2 "P85" "Gym"
"ShowerHead" 3 "P85" "Gym"
"PaperCoffeeCup" 4 "P85" "Gym"
"BallonDog" 5 "P85" "Gym"
"Glasses" 6 "P85" "Gym"
"HTCVive" 1 "P85" "Library"
"Official hat" 2 "P85" "Library"
"DeskLight" 3 "P85" "Library"
"Clamps" 4 "P85" "Library"
"MosquitoRacket" 5 "P85" "Library"
"Bread" 6 "P85" "Library"
"Chaynik" 1 "P85" "LivingRoom"
"OldRadio" 2 "P85" "LivingRoom"
"Toothpaste" 3 "P85" "LivingRoom"
"TennisBall" 4 "P85" "LivingRoom"
"CokeCan" 5 "P85" "LivingRoom"
"Laptop" 6 "P85" "LivingRoom"
"Pinza" 1 "P85" "StorageRoom"
"Router" 2 "P85" "StorageRoom"
"CinRoll" 3 "P85" "StorageRoom"
"Jug" 4 "P85" "StorageRoom"
"StrawberryDonut" 5 "P85" "StorageRoom"
"UGGboot" 6 "P85" "StorageRoom"
