BoxNo,BoxPos_X,BoxPos_Y,BoxPos_Z,Object,Side
1,3.5,9.6,43,Padella,Left
2,5,9.6,48,Typewriter,Left
3,7.5,9.6,54.5,Cabbaage,Right
4,3.5,11.2,58.5,Calculator,Left
5,-4.75,9.6,53.5,PiggyBank,Left
6,-7.5,9.6,44,OfficeBin,Left

