BoxNo,BoxPos_X,BoxPos_Y,BoxPos_Z,Object,Side
1,2,9.6,43,HTCViveController,Left
2,6,9.6,51.8,BaseballBat,Left
3,1.6,12.55,56.7,Paprika,Right
4,-7,9.6,58,CleaningBucket,Left
5,-2.25,9.6,53,Teacup,Left
6,-7,11.02,49.5,NikonCamera,Left

