Room,OutsideDuration,InsideDuration
Library,35.67369,161.3371
Classroom,25.67457,72.75673
LivingRoom,25.37379,91.43002
Gym,26.4781,59.74318
StorageRoom,22.61492,54.76797
Bedroom,22.90816,73.20021

