Room,BoxPos_X,BoxPos_Y,BoxPos_Z
Classroom,-4.277526,0.8205975,12.90809
Classroom,5.745257,0.3016009,16.03863
Classroom,-6.968336,0.3016005,12.79213
Classroom,-7.276758,0.3015999,7.850516
Classroom,6.115897,0.3015997,6.507705
Classroom,-5.877313,0.3015991,1.228751

