BoxNo,BoxPos_X,BoxPos_Y,BoxPos_Z,Object,Side
1,7.25,9.6,50,Clamps,Right
2,0.8,9.6,44.2,Bread,Left
3,-7,9.6,56,CoffeeMachine,Right
4,-1,9.6,57,NailScissors,Right
5,5,9.6,55,Basket,Left
6,-7.5,9.6,44,OldRadio,Left

