BoxNo,BoxPos_X,BoxPos_Y,BoxPos_Z,Object,Side
1,7,9.6,50.5,OldRadio,Right
2,-4,9.6,43,Laptop,Left
3,-4,9.6,43,Laptop,Left
4,-7.25,9.6,49.5,Canister,Right
5,-3,9.6,55,Bread,Left
6,7,9.6,58,CokeCan,Right

