BoxNo,BoxPos_X,BoxPos_Y,BoxPos_Z,Object,Side
1,-1,12.5,57,Cabbaage,Right
2,7.5,11.02,58,Controller,Right
3,-0.5,9.6,58,MechanicalGloves,Right
4,-2.95,9.6,53,Mushroom,Left
5,-6,9.6,44,Grape,Left
6,5.5,9.6,50.25,RugbyBall,Left

