"Item" "Order" "SubjectNo" "Room"
"Kettle" 1 "P43" "Bedroom"
"Controller" 2 "P43" "Bedroom"
"Grape" 3 "P43" "Bedroom"
"PiggyBank" 4 "P43" "Bedroom"
"Headphones" 5 "P43" "Bedroom"
"Toaster" 6 "P43" "Bedroom"
"SaltSub" 1 "P43" "Classroom"
"Calculator" 2 "P43" "Classroom"
"HTCViveController" 3 "P43" "Classroom"
"Typewriter" 4 "P43" "Classroom"
"Paprika" 5 "P43" "Classroom"
"OfficeBin" 6 "P43" "Classroom"
"RugbyBall" 1 "P43" "Gym"
"MokeExpress" 2 "P43" "Gym"
"EggBeater" 3 "P43" "Gym"
"Apple" 4 "P43" "Gym"
"HandDrill" 5 "P43" "Gym"
"Spoons" 6 "P43" "Gym"
"NikonCamera" 1 "P43" "Library"
"Stapler" 2 "P43" "Library"
"MechanicalGloves" 3 "P43" "Library"
"JBLSpeaker" 4 "P43" "Library"
"Squeezer" 5 "P43" "Library"
"MilkCarton" 6 "P43" "Library"
"Openner" 1 "P43" "LivingRoom"
"PencilSharpener" 2 "P43" "LivingRoom"
"CleaningBucket" 3 "P43" "LivingRoom"
"Pineapple" 4 "P43" "LivingRoom"
"Teacup" 5 "P43" "LivingRoom"
"BaseballBat" 6 "P43" "LivingRoom"
"Avocado" 1 "P43" "StorageRoom"
"Cabbaage" 2 "P43" "StorageRoom"
"Mouse" 3 "P43" "StorageRoom"
"Muffin" 4 "P43" "StorageRoom"
"Mushroom" 5 "P43" "StorageRoom"
"Padella" 6 "P43" "StorageRoom"
